species_guess,image_url
Wapiti,https://static.inaturalist.org/photos/39387075/medium.jpg
White-crowned Sparrow,https://inaturalist-open-data.s3.amazonaws.com/photos/39446664/medium.jpeg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/39568883/medium.jpeg
White-crowned Sparrow,https://inaturalist-open-data.s3.amazonaws.com/photos/39723599/medium.jpeg
Tree Swallow,https://inaturalist-open-data.s3.amazonaws.com/photos/39815214/medium.jpg
Tree Swallow,https://inaturalist-open-data.s3.amazonaws.com/photos/39815270/medium.jpg
Tree Swallow,https://inaturalist-open-data.s3.amazonaws.com/photos/39815318/medium.jpg
Tree Swallow,https://inaturalist-open-data.s3.amazonaws.com/photos/39815739/medium.jpg
Common Raven,https://static.inaturalist.org/photos/39899580/medium.jpg
House Sparrow,https://inaturalist-open-data.s3.amazonaws.com/photos/39939351/medium.jpeg
American Red Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/40098283/medium.jpg
Golden-mantled Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/40098355/medium.jpg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/40098483/medium.jpg
American Robin,https://inaturalist-open-data.s3.amazonaws.com/photos/40204511/medium.jpg
Wapiti,https://inaturalist-open-data.s3.amazonaws.com/photos/40204772/medium.jpg
Canada Goose,https://inaturalist-open-data.s3.amazonaws.com/photos/40204899/medium.jpg
Wapiti,https://inaturalist-open-data.s3.amazonaws.com/photos/40205187/medium.jpg
Canard souchet,https://inaturalist-open-data.s3.amazonaws.com/photos/40279984/medium.jpg
American Red Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/40280119/medium.jpeg
Cinnamon Teal,https://inaturalist-open-data.s3.amazonaws.com/photos/40280336/medium.jpeg
American Red Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/40280516/medium.jpeg
Red-winged Blackbird,https://inaturalist-open-data.s3.amazonaws.com/photos/40280715/medium.jpeg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/40282020/medium.jpg
American Pika,https://static.inaturalist.org/photos/40295860/medium.jpg
Yellow-rumped Warbler,https://static.inaturalist.org/photos/40464359/medium.jpg
White-tailed and Mule Deer,https://static.inaturalist.org/photos/40479477/medium.jpg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/40488056/medium.jpeg
House Sparrow,https://inaturalist-open-data.s3.amazonaws.com/photos/40594403/medium.jpg
Spotted Sandpiper,https://static.inaturalist.org/photos/40690928/medium.jpg
Blue-winged Teal,https://static.inaturalist.org/photos/40691085/medium.jpg
Harlequin Duck,https://static.inaturalist.org/photos/40691209/medium.jpg
Ruby-crowned Kinglet,https://static.inaturalist.org/photos/40691349/medium.jpg
Black-billed Magpie,https://static.inaturalist.org/photos/40796477/medium.jpg
Mule Deer,https://static.inaturalist.org/photos/40796885/medium.jpg
North American Porcupine,https://inaturalist-open-data.s3.amazonaws.com/photos/40806184/medium.jpeg
bécassine de Wilson,https://static.inaturalist.org/photos/40813424/medium.jpg
Borrego cimarrón,https://static.inaturalist.org/photos/40942053/medium.jpeg
Bighorn Sheep,https://static.inaturalist.org/photos/41124570/medium.jpg
Golden-mantled Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/41209888/medium.jpeg
American Pika,https://inaturalist-open-data.s3.amazonaws.com/photos/41439575/medium.jpg
Columbian Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/41451626/medium.jpg
Brown Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/41451876/medium.jpg
Brown Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/41451959/medium.jpg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/41451993/medium.jpg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/41452004/medium.jpg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/41461799/medium.jpg
Mule Deer,https://inaturalist-open-data.s3.amazonaws.com/photos/41491847/medium.jpeg
Mule Deer,https://inaturalist-open-data.s3.amazonaws.com/photos/41553001/medium.jpeg
Golden-mantled Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/41553011/medium.jpeg
Common Raven,https://inaturalist-open-data.s3.amazonaws.com/photos/41553018/medium.jpeg
Kleine Chipmunk,https://inaturalist-open-data.s3.amazonaws.com/photos/41553029/medium.jpeg
Hoary Marmot,https://inaturalist-open-data.s3.amazonaws.com/photos/41553040/medium.jpeg
alces alces,https://inaturalist-open-data.s3.amazonaws.com/photos/41553051/medium.jpeg
Columbian Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/41553100/medium.jpeg
Columbian Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/41553113/medium.jpeg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/41618149/medium.jpeg
Elk,https://inaturalist-open-data.s3.amazonaws.com/photos/41650195/medium.jpeg
Brown Bear,https://static.inaturalist.org/photos/41674591/medium.jpg
Least Chipmunk,https://static.inaturalist.org/photos/41674669/medium.jpg
American Black Bear,https://static.inaturalist.org/photos/41675298/medium.jpg
American Goldfinch,https://static.inaturalist.org/photos/41681228/medium.jpg
American Black Bear,https://static.inaturalist.org/photos/41712822/medium.jpg
Gray-crowned Rosy-Finch,https://static.inaturalist.org/photos/41786836/medium.jpg
Harlequin Duck,https://inaturalist-open-data.s3.amazonaws.com/photos/42136145/medium.jpeg
Violet-green Swallow,https://static.inaturalist.org/photos/42174489/medium.jpg
spermophile à mante dorée,https://static.inaturalist.org/photos/42174730/medium.jpg
Bighorn Sheep,https://static.inaturalist.org/photos/42197203/medium.jpg
Golden-mantled Ground Squirrel,https://static.inaturalist.org/photos/42197217/medium.jpg
Wapiti,https://static.inaturalist.org/photos/42197223/medium.jpg
Black-billed Magpie,https://static.inaturalist.org/photos/42232385/medium.jpeg
Short-tailed Weasel,https://inaturalist-open-data.s3.amazonaws.com/photos/42369151/medium.jpg
Grand Corbeau,https://static.inaturalist.org/photos/42386455/medium.jpg
Grizzly Bear,https://static.inaturalist.org/photos/42436385/medium.jpg
Grizzly Bear,https://static.inaturalist.org/photos/42438533/medium.jpg
Grizzly Bear,https://static.inaturalist.org/photos/42438906/medium.jpg
Mountain Goat,https://static.inaturalist.org/photos/42439546/medium.jpg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/42458432/medium.jpeg
Cerf mulet,https://static.inaturalist.org/photos/42458509/medium.jpeg
corneille d'Amérique,https://static.inaturalist.org/photos/42458546/medium.jpeg
Golden-mantled Ground Squirrel,https://static.inaturalist.org/photos/42458595/medium.jpeg
pie d'Amérique,https://static.inaturalist.org/photos/42458612/medium.jpeg
Western Mosquitofish,https://static.inaturalist.org/photos/42463234/medium.jpeg
Sailfin Molly,https://static.inaturalist.org/photos/42463244/medium.jpeg
Sailfin Molly,https://static.inaturalist.org/photos/42464393/medium.jpeg
American Coot,https://static.inaturalist.org/photos/42463272/medium.jpeg
Sailfin Molly,https://static.inaturalist.org/photos/42464507/medium.jpeg
Song Sparrow,https://inaturalist-open-data.s3.amazonaws.com/photos/42468798/medium.jpeg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/42475191/medium.jpeg
Wapiti,https://inaturalist-open-data.s3.amazonaws.com/photos/42475222/medium.jpeg
Mule Deer,https://inaturalist-open-data.s3.amazonaws.com/photos/42732453/medium.jpeg
Steller's Jay,https://static.inaturalist.org/photos/42762374/medium.jpg
Black-billed Magpie,https://static.inaturalist.org/photos/42817348/medium.jpg
Western Toad,https://inaturalist-open-data.s3.amazonaws.com/photos/42934664/medium.jpg
Mule Deer,https://inaturalist-open-data.s3.amazonaws.com/photos/43026489/medium.jpeg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/43046348/medium.jpeg
American Black Bear,https://static.inaturalist.org/photos/43082094/medium.jpg
Least Chipmunk,https://static.inaturalist.org/photos/43089843/medium.jpg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/43089974/medium.jpg
American Red Squirrel,https://static.inaturalist.org/photos/43090036/medium.jpg
Golden-mantled Ground Squirrel,https://static.inaturalist.org/photos/43090113/medium.jpg
Golden-mantled Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/43130497/medium.jpg
Common Raven,https://inaturalist-open-data.s3.amazonaws.com/photos/43130527/medium.jpg
Boreal Chickadee,https://inaturalist-open-data.s3.amazonaws.com/photos/43216776/medium.jpeg
American Red Squirrel,https://static.inaturalist.org/photos/43301988/medium.jpg
Bighorn Sheep,https://static.inaturalist.org/photos/43302083/medium.jpg
Wapiti,https://static.inaturalist.org/photos/43302459/medium.jpg
Wapiti,https://static.inaturalist.org/photos/43302789/medium.jpg
American Black Bear,https://static.inaturalist.org/photos/43376979/medium.jpg
Bighorn Sheep,https://static.inaturalist.org/photos/43463410/medium.jpg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/43478662/medium.jpg
Grizzly Bear,https://static.inaturalist.org/photos/43496754/medium.jpg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/43558717/medium.jpeg
Bighorn Sheep,https://static.inaturalist.org/photos/43559946/medium.jpg
Bighorn Sheep,https://static.inaturalist.org/photos/43561794/medium.jpg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/43584019/medium.jpg
Rocky Mountain Bighorn Sheep,https://static.inaturalist.org/photos/43588336/medium.jpeg
American Red Squirrel,https://static.inaturalist.org/photos/43607517/medium.jpg
Snowshoe Hare,https://static.inaturalist.org/photos/43732279/medium.jpg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/43750501/medium.jpeg
Golden-mantled Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/43797257/medium.jpg
Mule Deer,https://static.inaturalist.org/photos/43832094/medium.jpeg
Golden-mantled Ground Squirrel,https://static.inaturalist.org/photos/43834182/medium.jpeg
colibri roux,https://inaturalist-open-data.s3.amazonaws.com/photos/43863427/medium.jpeg
Clark's Nutcracker,https://inaturalist-open-data.s3.amazonaws.com/photos/43930536/medium.jpg
White-crowned Sparrow,https://inaturalist-open-data.s3.amazonaws.com/photos/43932415/medium.jpg
North American Porcupine,https://inaturalist-open-data.s3.amazonaws.com/photos/44039881/medium.jpg
White-tailed Ptarmigan,https://inaturalist-open-data.s3.amazonaws.com/photos/44040291/medium.jpg
Hoary Marmot,https://inaturalist-open-data.s3.amazonaws.com/photos/44040729/medium.jpg
Ursus arctos,https://inaturalist-open-data.s3.amazonaws.com/photos/44042695/medium.jpg
Ursus arctos,https://inaturalist-open-data.s3.amazonaws.com/photos/44043164/medium.jpg
Common Raven,https://inaturalist-open-data.s3.amazonaws.com/photos/44043374/medium.jpg
Hoary Marmot,https://inaturalist-open-data.s3.amazonaws.com/photos/44587009/medium.jpeg
Killdeer,https://inaturalist-open-data.s3.amazonaws.com/photos/44126654/medium.jpeg
Mountain Goat,https://inaturalist-open-data.s3.amazonaws.com/photos/44215721/medium.jpeg
Red Fox,https://static.inaturalist.org/photos/44273687/medium.jpg
Western Toad,https://static.inaturalist.org/photos/44292582/medium.jpg
Western Toad,https://static.inaturalist.org/photos/44293053/medium.jpg
Mule Deer,https://static.inaturalist.org/photos/44357434/medium.jpg
Red-naped Sapsucker,https://inaturalist-open-data.s3.amazonaws.com/photos/44384164/medium.jpeg
American Black Bear,https://static.inaturalist.org/photos/44385637/medium.jpg
Golden-mantled Ground Squirrel,https://static.inaturalist.org/photos/44385748/medium.jpg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/44486177/medium.jpg
Hoary Marmot,https://inaturalist-open-data.s3.amazonaws.com/photos/44561763/medium.jpg
Wapiti,https://static.inaturalist.org/photos/44610453/medium.jpg
Spruce Grouse,https://inaturalist-open-data.s3.amazonaws.com/photos/44619130/medium.jpg
Pacific Wren,https://inaturalist-open-data.s3.amazonaws.com/photos/44619360/medium.jpg
Golden-mantled Ground Squirrel,https://static.inaturalist.org/photos/44663087/medium.jpg
Wapiti,https://inaturalist-open-data.s3.amazonaws.com/photos/44833218/medium.jpeg
Hermit Thrush,https://inaturalist-open-data.s3.amazonaws.com/photos/45131551/medium.jpeg
Common Loon,https://inaturalist-open-data.s3.amazonaws.com/photos/45131121/medium.jpeg
Hoary Marmot,https://inaturalist-open-data.s3.amazonaws.com/photos/45131060/medium.jpeg
Columbian Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/45093557/medium.jpg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/45084584/medium.jpeg
Black-billed Magpie,https://static.inaturalist.org/photos/45172153/medium.jpg
Mule Deer,https://inaturalist-open-data.s3.amazonaws.com/photos/45199564/medium.jpeg
Tennessee Warbler,https://inaturalist-open-data.s3.amazonaws.com/photos/45265219/medium.jpeg
Spotted Sandpiper,https://inaturalist-open-data.s3.amazonaws.com/photos/45265693/medium.jpeg
Fox Sparrow,https://inaturalist-open-data.s3.amazonaws.com/photos/45265850/medium.jpeg
White-crowned Sparrow,https://inaturalist-open-data.s3.amazonaws.com/photos/45265964/medium.jpeg
Columbian Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/45264849/medium.jpeg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/45269225/medium.jpeg
Wood Frog,https://static.inaturalist.org/photos/45279197/medium.jpg
Columbian Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/45287040/medium.jpeg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/45342276/medium.jpg
Canada Goose,https://inaturalist-open-data.s3.amazonaws.com/photos/45380681/medium.jpeg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/45382084/medium.jpg
House Sparrow,https://inaturalist-open-data.s3.amazonaws.com/photos/45466100/medium.jpg
Spruce Grouse,https://inaturalist-open-data.s3.amazonaws.com/photos/45472229/medium.jpg
American Pika,https://inaturalist-open-data.s3.amazonaws.com/photos/45516971/medium.jpeg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/45574440/medium.jpg
Rocky Mountain Mule Deer,https://static.inaturalist.org/photos/45579041/medium.jpg
Canada Jay,https://static.inaturalist.org/photos/45661899/medium.jpg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/45666111/medium.jpg
Grizzly Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/45667578/medium.jpg
Spruce Grouse,https://inaturalist-open-data.s3.amazonaws.com/photos/45707345/medium.jpg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/45716232/medium.jpg
American Black Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/45818663/medium.jpeg
American Pika,https://static.inaturalist.org/photos/45824747/medium.jpg
Hoary Marmot,https://static.inaturalist.org/photos/45824860/medium.jpg
Golden-mantled Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/45867335/medium.jpg
,https://inaturalist-open-data.s3.amazonaws.com/photos/45912092/medium.jpeg
Mule Deer,https://inaturalist-open-data.s3.amazonaws.com/photos/45944419/medium.jpg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/46059739/medium.jpg
Black-billed Magpie,https://static.inaturalist.org/photos/46220068/medium.jpg
Hoary Marmot,https://inaturalist-open-data.s3.amazonaws.com/photos/46222990/medium.jpg
Mule Deer,https://static.inaturalist.org/photos/46237911/medium.jpg
Wapiti,https://static.inaturalist.org/photos/46237928/medium.jpg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/46304669/medium.jpg
Bighorn Sheep,https://static.inaturalist.org/photos/46406199/medium.jpg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/46424051/medium.jpg
White-crowned Sparrow,https://inaturalist-open-data.s3.amazonaws.com/photos/46514943/medium.jpg
Columbian Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/46515537/medium.jpg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/46683291/medium.jpg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/46865835/medium.jpg
Hoary Marmot,https://static.inaturalist.org/photos/46834919/medium.jpg
Hoary Marmot,https://static.inaturalist.org/photos/46870904/medium.jpg
Wapiti,https://static.inaturalist.org/photos/46871149/medium.jpg
Canada Jay,https://inaturalist-open-data.s3.amazonaws.com/photos/46873839/medium.jpg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/46879820/medium.jpeg
Dark-eyed Junco,https://static.inaturalist.org/photos/46880531/medium.jpg
Dark-eyed Junco,https://static.inaturalist.org/photos/46880967/medium.jpg
Yellow-rumped Warbler,https://static.inaturalist.org/photos/46881911/medium.jpg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/46890924/medium.jpg
Gray-crowned Rosy-Finch,https://inaturalist-open-data.s3.amazonaws.com/photos/46924728/medium.jpeg
Spruce Grouse,https://inaturalist-open-data.s3.amazonaws.com/photos/46948884/medium.jpg
Brown Bear,https://static.inaturalist.org/photos/46953404/medium.jpg
Columbian Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/46959046/medium.jpeg
Wapiti,https://static.inaturalist.org/photos/46982468/medium.jpg
Wapiti,https://inaturalist-open-data.s3.amazonaws.com/photos/47071998/medium.jpg
Bighorn Sheep,https://static.inaturalist.org/photos/47087402/medium.jpg
American Black Bear,https://static.inaturalist.org/photos/47087473/medium.jpg
Mule Deer,https://inaturalist-open-data.s3.amazonaws.com/photos/47115383/medium.jpg
Common Raven,https://inaturalist-open-data.s3.amazonaws.com/photos/47115568/medium.jpg
Spruce Grouse,https://inaturalist-open-data.s3.amazonaws.com/photos/47133354/medium.jpg
Wapiti,https://static.inaturalist.org/photos/47293900/medium.jpg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/47302537/medium.jpg
American Black Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/47317965/medium.jpg
Hoary Marmot,https://inaturalist-open-data.s3.amazonaws.com/photos/47389894/medium.jpg
Martens,https://inaturalist-open-data.s3.amazonaws.com/photos/47391224/medium.jpg
White-tailed Ptarmigan,https://inaturalist-open-data.s3.amazonaws.com/photos/47397178/medium.jpg
Common Loon,https://inaturalist-open-data.s3.amazonaws.com/photos/47397432/medium.jpg
Dark-eyed Junco,https://inaturalist-open-data.s3.amazonaws.com/photos/47397434/medium.jpg
Hoary Marmot,https://inaturalist-open-data.s3.amazonaws.com/photos/47397608/medium.jpg
Spruce Grouse,https://inaturalist-open-data.s3.amazonaws.com/photos/47398215/medium.jpg
Snowshoe Hare,https://inaturalist-open-data.s3.amazonaws.com/photos/47398807/medium.jpg
Goldeneyes and Bufflehead,https://inaturalist-open-data.s3.amazonaws.com/photos/47414619/medium.jpg
Mountain Bluebird,https://inaturalist-open-data.s3.amazonaws.com/photos/47446164/medium.jpeg
Clark's Nutcracker,https://static.inaturalist.org/photos/47462478/medium.jpg
Bighorn Sheep,https://static.inaturalist.org/photos/47474322/medium.jpg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/47508159/medium.jpg
Common Yellowthroat,https://static.inaturalist.org/photos/47562818/medium.jpg
Mountain Chickadee,https://static.inaturalist.org/photos/47562849/medium.jpg
Ruby-crowned Kinglet,https://static.inaturalist.org/photos/47562875/medium.jpg
Yellow Warbler,https://static.inaturalist.org/photos/47562891/medium.jpg
Golden-mantled Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/47614311/medium.jpg
Bighorn Sheep,https://static.inaturalist.org/photos/47654613/medium.jpeg
Mule Deer,https://inaturalist-open-data.s3.amazonaws.com/photos/47682534/medium.jpg
Columbian Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/47737853/medium.jpg
Columbian Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/47737880/medium.jpg
Large White-headed Gulls,https://inaturalist-open-data.s3.amazonaws.com/photos/47737941/medium.jpg
North American Porcupine,https://inaturalist-open-data.s3.amazonaws.com/photos/47798717/medium.jpg
Hoary Marmot,https://inaturalist-open-data.s3.amazonaws.com/photos/47798774/medium.jpg
American Three-toed Woodpecker,https://static.inaturalist.org/photos/47856367/medium.jpg
Wilson's Snipe,https://static.inaturalist.org/photos/47952091/medium.jpeg
"Ducks, Geese, and Swans",https://static.inaturalist.org/photos/47985767/medium.jpg
Golden-mantled Ground Squirrel,https://static.inaturalist.org/photos/47993951/medium.jpg
Common Raven,https://inaturalist-open-data.s3.amazonaws.com/photos/48094180/medium.jpg
American Black Bear,https://static.inaturalist.org/photos/48206446/medium.jpg
Common Raven,https://static.inaturalist.org/photos/48299529/medium.jpg
Wapiti,https://inaturalist-open-data.s3.amazonaws.com/photos/48402520/medium.jpg
Gray-crowned Rosy-Finch,https://inaturalist-open-data.s3.amazonaws.com/photos/48404385/medium.jpeg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/48408321/medium.jpeg
Dark-eyed Junco,https://inaturalist-open-data.s3.amazonaws.com/photos/48410912/medium.jpeg
American Red Squirrel,https://static.inaturalist.org/photos/48422753/medium.jpg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/48427847/medium.jpeg
Golden-mantled Ground Squirrel,https://static.inaturalist.org/photos/48471787/medium.jpg
Ring-billed Gull,https://static.inaturalist.org/photos/48476047/medium.jpg
Western Toad,https://static.inaturalist.org/photos/48501690/medium.jpg
Golden-mantled Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/48607358/medium.jpg
Golden-mantled Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/50455111/medium.jpg
Bighorn Sheep,https://static.inaturalist.org/photos/48640258/medium.jpeg
Golden-mantled Ground Squirrel,https://static.inaturalist.org/photos/48646264/medium.jpg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/48662512/medium.jpg
Golden-mantled Ground Squirrel,https://static.inaturalist.org/photos/48680951/medium.jpg
mésangeai du Canada,https://static.inaturalist.org/photos/48705666/medium.jpg
American Black Bear,https://static.inaturalist.org/photos/48791230/medium.jpg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/48815247/medium.jpeg
Columbian Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/48816090/medium.jpg
Wapiti,https://inaturalist-open-data.s3.amazonaws.com/photos/48816369/medium.jpg
American Red Squirrel,https://static.inaturalist.org/photos/48817441/medium.jpeg
Clark's Nutcracker,https://static.inaturalist.org/photos/48856088/medium.jpeg
Clark's Nutcracker,https://static.inaturalist.org/photos/48860406/medium.jpg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/48860786/medium.jpg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/48866180/medium.jpg
American Red Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/48866946/medium.jpg
Clark's Nutcracker,https://inaturalist-open-data.s3.amazonaws.com/photos/48867179/medium.jpg
Common Raven,https://inaturalist-open-data.s3.amazonaws.com/photos/48867295/medium.jpg
Common Raven,https://static.inaturalist.org/photos/48867357/medium.jpg
American Robin,https://inaturalist-open-data.s3.amazonaws.com/photos/48917936/medium.jpeg
Salmons and Trouts,https://inaturalist-open-data.s3.amazonaws.com/photos/49025330/medium.jpg
Rocky Mountain Mule Deer,https://inaturalist-open-data.s3.amazonaws.com/photos/49102200/medium.jpg
American Green-winged Teal,https://inaturalist-open-data.s3.amazonaws.com/photos/49105021/medium.jpeg
Barn Swallow,https://inaturalist-open-data.s3.amazonaws.com/photos/49113885/medium.jpg
,https://inaturalist-open-data.s3.amazonaws.com/photos/49114423/medium.jpg
American Red Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/49155090/medium.jpg
Wapiti,https://static.inaturalist.org/photos/49194882/medium.jpg
Grizzly Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/49195203/medium.png
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/49299295/medium.jpg
North American Porcupine,https://inaturalist-open-data.s3.amazonaws.com/photos/49311938/medium.png
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/49362046/medium.jpeg
Rocky Mountain Mule Deer,https://inaturalist-open-data.s3.amazonaws.com/photos/49447550/medium.jpg
Cliff Swallow,https://inaturalist-open-data.s3.amazonaws.com/photos/49480278/medium.jpg
American Pika,https://inaturalist-open-data.s3.amazonaws.com/photos/49480357/medium.jpg
tamia mineur,https://inaturalist-open-data.s3.amazonaws.com/photos/49480408/medium.jpg
spermophile à mante dorée,https://inaturalist-open-data.s3.amazonaws.com/photos/49481034/medium.jpg
Golden-mantled Ground Squirrel,https://static.inaturalist.org/photos/49545710/medium.jpg
Wapiti,https://inaturalist-open-data.s3.amazonaws.com/photos/49576147/medium.jpg
Cassenoix d'Amérique,https://inaturalist-open-data.s3.amazonaws.com/photos/49647775/medium.jpg
Spruce Grouse,https://static.inaturalist.org/photos/49687898/medium.jpg
Clark's Nutcracker,https://static.inaturalist.org/photos/49694297/medium.jpg
Red Fox,https://static.inaturalist.org/photos/49717095/medium.jpg
Ring-billed Gull,https://inaturalist-open-data.s3.amazonaws.com/photos/49752147/medium.jpg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/49752489/medium.jpeg
Golden-mantled Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/49766758/medium.jpeg
Canada Jay,https://inaturalist-open-data.s3.amazonaws.com/photos/49767417/medium.jpeg
American Black Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/49767440/medium.jpeg
Balbuzard pêcheur,https://inaturalist-open-data.s3.amazonaws.com/photos/49809621/medium.jpeg
Canard colvert,https://inaturalist-open-data.s3.amazonaws.com/photos/49809769/medium.jpeg
Grand Héron,https://inaturalist-open-data.s3.amazonaws.com/photos/49809789/medium.jpeg
Mule Deer,https://inaturalist-open-data.s3.amazonaws.com/photos/49809149/medium.jpeg
spermophile à mante dorée,https://inaturalist-open-data.s3.amazonaws.com/photos/49808740/medium.jpeg
Golden-mantled Ground Squirrel,https://static.inaturalist.org/photos/49960420/medium.jpg
Bighorn Sheep,https://static.inaturalist.org/photos/49960888/medium.jpg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/50084186/medium.jpg
Common Raven,https://static.inaturalist.org/photos/50140412/medium.jpg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/50162789/medium.jpg
Clark's Nutcracker,https://inaturalist-open-data.s3.amazonaws.com/photos/50287757/medium.jpg
Common Raven,https://static.inaturalist.org/photos/50347503/medium.jpg
Wapiti,https://static.inaturalist.org/photos/50347528/medium.jpg
Franklin's Spruce Grouse,https://static.inaturalist.org/photos/50379769/medium.jpg
American Red Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/50455255/medium.jpg
Black-billed Magpie,https://static.inaturalist.org/photos/50795692/medium.jpeg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/50836679/medium.jpeg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/50863288/medium.jpg
Wapiti,https://inaturalist-open-data.s3.amazonaws.com/photos/50868278/medium.jpg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/50866298/medium.jpg
Hoary Marmot,https://inaturalist-open-data.s3.amazonaws.com/photos/50866370/medium.jpg
Coyote,https://inaturalist-open-data.s3.amazonaws.com/photos/50868031/medium.jpg
Brown Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/63913081/medium.jpg
Spruce Grouse,https://inaturalist-open-data.s3.amazonaws.com/photos/50873695/medium.jpg
Hoary Marmot,https://inaturalist-open-data.s3.amazonaws.com/photos/50874270/medium.jpg
American Red Squirrel,https://static.inaturalist.org/photos/50901909/medium.jpeg
